"Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","Clase","Codigo","Color","Comision1","Comision2","Comision3","Comision4","Comision5","Descripcion","Notas","Visible","Uf_indicaciones","sys_recver","sys_deleted","sys_lock"
"2023-12-18 12:00:03","83420FE6E0A64DCBB057DD148BFE967B","2023-12-18 12:00:03",\N,\N,"0","2023-12-18 12:00:03",\N,"4","0001","0","0","0","0","0","0","Línea predeterminada",\N,"1",\N,"0",\N,\N
"2023-12-18 12:00:03","AEE159F0B93C4CFBA900D3BF8409AAEA","2023-12-18 12:00:03",\N,\N,"0","2023-12-18 12:00:03",\N,"1","0003","0","0","0","0","0","0","Línea predeterminada de Materias Primas",\N,"1",\N,"0",\N,\N
