"ID","Const"
"1","cMateria_prima"
"2","cReceta"
"3","cServicio"
"4","cArtículo"
"5","cEnsamble"
"6","cManufactura"
"7","cTrabajo"
"8","cArrendamiento"
"9","cCosto_indirecto"
"33","cMaquinaria_o_equipo"
"34","cRecurso_humano"
"35","cEquipo_de_transporte"
"999","cBaja"
